origin_id,gene,category,module,set,K,p_value,p_BH,LRT,n_fg,n_tips_kept,n_sites,status
origin_8,AKR1C8,steroid_biosynthesis,hormone,hormone,0.1817650056461511,0.007782409313488614,0.1141,7.082874001784148,2,57,295,ok
origin_8,FKBP5,coactivator_corepressor_carrier,hormone,hormone,2.77343252863568,0.04025872681262854,0.3936,4.206947275721177,3,76,288,ok
origin_8,NCOR2,coactivator_corepressor_carrier,hormone,hormone,0.7327847283590591,0.05256641070242241,0.451,3.75764993427947,3,69,1145,ok
origin_8,CYP7B1,steroid_biosynthesis,hormone,hormone,1.56044595468116,0.1659620623226978,0.8193,1.919044228883649,2,68,465,ok
origin_8,GNRH1,hpg_axis,hormone,hormone,0.2420819145818329,0.1890299105180148,0.8193,1.725162199123588,3,71,96,ok
origin_8,GNRHR,hpg_axis,hormone,hormone,0.3170558791283395,0.1927717035308782,0.8193,1.696306592443761,3,75,328,ok
origin_8,CYP19A1,estrogen_axis,hormone,hormone,3.659029969805919,0.1956486595559236,0.8193,1.674561589490622,2,67,405,ok
origin_8,FSHB,hpg_axis,hormone,hormone,1.516868567401033e-10,0.2474997125239105,0.9075,1.337362048851901,3,77,129,ok
origin_8,NCOA1,coactivator_corepressor_carrier,hormone,hormone,0.1392707031010727,0.3097561240405,1.0,1.031715339659058,3,78,556,ok
origin_8,CYP11B1,steroid_biosynthesis,hormone,hormone,5.721959042656179e-08,0.3827578786509698,1.0,0.7618253770956471,2,67,91,ok
origin_8,SHBG,coactivator_corepressor_carrier,hormone,hormone,2.300579946058494,0.3876422086169259,1.0,0.7463251544368177,3,40,495,ok
origin_8,HSD17B7,steroid_biosynthesis,hormone,hormone,0.6209236912548348,0.4527006843818959,1.0,0.5638811426897519,2,58,334,ok
origin_8,KISS1,hpg_axis,hormone,hormone,0.3472028954070493,0.4673933710792597,1.0,0.5281317505387051,3,51,137,ok
origin_8,CYP11B2,steroid_biosynthesis,hormone,hormone,2.683961863377166e-12,0.4819630287432423,1.0,0.4944182218805508,2,68,99,ok
origin_8,LHCGR,hpg_axis,hormone,hormone,1.62799237678757,0.4986606456537424,1.0,0.4577857124550064,3,72,401,ok
origin_8,GNA11,gnrh_signaling,hormone,hormone,0.6006552871932667,0.5018624105475167,1.0,0.4509958702255972,3,60,314,ok
origin_8,CYP11A1,steroid_biosynthesis,hormone,hormone,4.749256079921494,0.5088557947248887,1.0,0.4364192889497645,2,68,432,ok
origin_8,NCOA3,coactivator_corepressor_carrier,hormone,hormone,0.6754262467083579,0.514529941926755,1.0,0.4248437648675463,3,68,1128,ok
origin_8,ESR1,estrogen_axis,hormone,hormone,0.6058750292464017,0.5352770124452553,1.0,0.3843637910595135,3,75,183,ok
origin_8,NCOR1,coactivator_corepressor_carrier,hormone,hormone,2.669527292286717,0.5706151839685794,1.0,0.3216542655045487,3,73,960,ok
origin_8,SULT1E1,estrogen_axis,hormone,hormone,50,0.5763891874845111,1.0,0.3121085181519447,3,76,294,ok
origin_8,KISS1R,hpg_axis,hormone,hormone,0.7132521606846944,0.5805701757264132,1.0,0.3053137807801249,3,72,398,ok
origin_8,NCOA2,coactivator_corepressor_carrier,hormone,hormone,1.447926555855336,0.6025136162410281,1.0,0.2712214076000237,3,78,878,ok
origin_8,LDLR,steroid_biosynthesis,hormone,hormone,1.016145030567395,0.679442026132994,1.0,0.1707546154066222,3,55,803,ok
origin_8,AKR1C1,steroid_biosynthesis,hormone,hormone,0.5939866989212627,0.6939756948125827,1.0,0.1548151056886127,2,51,308,ok
origin_8,AKR1C3,androgen_axis,hormone,hormone,0.7485396681811554,0.7094111695270449,1.0,0.1388658045216289,2,53,316,ok
origin_8,AKR1C2,steroid_biosynthesis,hormone,hormone,0.7522885921809962,0.7146063104276448,1.0,0.1337194724728761,2,56,321,ok
origin_8,GPER1,estrogen_axis,hormone,hormone,10.3789074319408,0.7498474089802019,1.0,0.1016593117601587,3,74,375,ok
origin_8,FSHR,hpg_axis,hormone,hormone,1.060577293991871,0.7827610712614519,1.0,0.07602299860445783,3,76,478,ok
origin_8,HSD17B6,steroid_biosynthesis,hormone,hormone,0.7677843816146916,0.7857778473735202,1.0,0.07387379634383251,2,68,317,ok
origin_8,AKR1C4,steroid_biosynthesis,hormone,hormone,0.8119597315025963,0.8247745241688613,1.0,0.04902163882070454,2,65,323,ok
origin_8,HSD17B3,androgen_axis,hormone,hormone,0.8483147912321318,0.8527106396359774,1.0,0.03446999478546786,3,75,159,ok
origin_8,HSD17B11,steroid_biosynthesis,hormone,hormone,0.940221476581246,0.8585139702162976,1.0,0.03177881622468703,3,71,231,ok
origin_8,GNAQ,gnrh_signaling,hormone,hormone,1.008059921519024,0.9015897694886883,1.0,0.01529014469269896,3,61,314,ok
origin_8,HSD17B2,steroid_biosynthesis,hormone,hormone,10.43759937621982,0.9495728456031314,1.0,0.003999702248620451,2,75,166,ok
origin_8,AR,androgen_axis,hormone,hormone,1.005831049384861,0.9575516388705237,1.0,0.00283303394462564,3,74,274,ok
origin_8,CYP21A2,steroid_biosynthesis,hormone,hormone,0.903606798,1,1.0,-1.131411409005523e-09,2,58,425,ok
origin_8,SRD5A2,androgen_axis,hormone,hormone,1.358321574050675,1,1.0,0,3,50,161,ok
origin_8,STAR,steroid_biosynthesis,hormone,hormone,0.903606798,1,1.0,-9.93648527582991e-05,3,72,285,ok
origin_8,STS,estrogen_axis,hormone,hormone,1.358321574050675,1,1.0,-0.01417866697374848,2,77,319,ok
origin_8,POMC,receptor_signaling,pigmentation,pigmentation,3.38865056380563,2.994455414739861e-07,0.0,26.25328169100521,3,35,265,ok
origin_8,KITLG,receptor_signaling,pigmentation,pigmentation,2.127080197975952,0.004469559309998372,0.0983,8.082465614359535,3,81,230,ok
origin_8,EDN3,receptor_signaling,pigmentation,pigmentation,1.324221789350553,0.01404067572786771,0.1765,6.033021896544597,3,62,250,ok
origin_8,KIT,receptor_signaling,pigmentation,pigmentation,20.87451198771835,0.02008556836981867,0.2209,5.404442021124851,2,15,976,ok
origin_8,EDNRB,receptor_signaling,pigmentation,pigmentation,1.696579855474831e-11,0.05637486847041251,0.451,3.640946737672948,3,26,297,ok
origin_8,MC1R,receptor_signaling,pigmentation,pigmentation,0,0.06408437682739265,0.47,3.428394373901028,2,70,317,ok
origin_8,MITF,transcription,pigmentation,pigmentation,0.08385855826180973,0.2141375577338509,0.8193,1.543230728092567,3,76,410,ok
origin_8,TYR,enzyme,pigmentation,pigmentation,2.78655077733288e-07,0.313869661530134,1.0,1.014321924169053,2,79,346,ok
origin_8,SLC24A5,melanosome_transport,pigmentation,pigmentation,1.162213937709328,0.4479865767444194,1.0,0.5757409878606268,3,81,403,ok
origin_8,PAX3,transcription,pigmentation,pigmentation,0.5911296370722956,0.4832702448894094,1.0,0.4914746240719978,3,72,285,ok
origin_8,TFAP2A,transcription,pigmentation,pigmentation,5.584919330325884,0.5300275413724171,1.0,0.3943387510626053,3,70,445,ok
origin_8,DCT,enzyme,pigmentation,pigmentation,1.288746505989669,0.5644563541729943,1.0,0.332046769795852,3,77,366,ok
origin_8,BNC2,transcription,pigmentation,pigmentation,16.74023182952487,0.5937759545395872,1.0,0.2844859084452764,3,68,898,ok
origin_8,FOXD3,transcription,pigmentation,pigmentation,4.819385779309652e-09,0.6278904334643702,1.0,0.2349323588596235,3,70,478,ok
origin_8,SOX10,transcription,pigmentation,pigmentation,1.906268307124756,0.7759161649606586,1.0,0.08102275133205694,2,79,458,ok
origin_8,TYRP1,enzyme,pigmentation,pigmentation,0.7451933849392055,0.8234306352721301,1.0,0.0497891156373953,3,77,420,ok
origin_8,IRF4,transcription,pigmentation,pigmentation,0.9332312356036245,0.9060470809416054,1.0,0.01393012949847616,3,72,451,ok
origin_8,SLC45A2,melanosome_transport,pigmentation,pigmentation,0.9205232837195877,0.935384116437705,1.0,0.006572786765900673,3,77,344,ok
origin_8,LEF1,transcription,pigmentation,pigmentation,0.9965928902896987,1,1.0,-0.01634154969633528,3,47,234,ok
origin_8,MLANA,melanosome,pigmentation,pigmentation,0.03119723577337531,1,1.0,0,2,67,118,ok
origin_8,MRAP2,receptor_signaling,pigmentation,pigmentation,0.903606798,1,1.0,-6.083155312808231e-09,3,51,129,ok
origin_8,PMEL,melanosome,pigmentation,pigmentation,1.00794124273393,1,1.0,0,3,70,552,ok
origin_8,SLC24A4,melanosome_transport,pigmentation,pigmentation,1,1,1.0,-0.003634473112470005,3,78,339,ok
