canonical_id,node_type,hgnc_symbol,entrez,ensembl,uniprot_acc,chr,start,end,strand,compartments,states,type_source,type_evidence_id,is_endpoint,n_source_nodes,source_nodes
PTGER4,protein,PTGER4,5734,ENSG00000171522,P35408,5,40679915,40693735,1,keratinocyte,,mygene_exact_symbol,entrez:5734,False,1,PTGER4_kerat
PTGS2,protein,PTGS2,5743,ENSG00000073756,P35354,1,186671791,186680922,-1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:5743,False,2,PTGS2_kerat|PTGS2_melan
RAC1,protein,RAC1,5879,ENSG00000136238,P63000,7,6374098,6403998,1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:5879,False,2,RAC1_kerat|RAC1_melan
RACK1,protein,RACK1,10399,ENSG00000204628,,5,181236897,181248096,,none,,mygene_alias_official_update,entrez:10399,False,0,(complex member only)
RAF1,protein,RAF1,5894,ENSG00000132155,P04049,3,12582101,12664201,-1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:5894,False,2,RAF1_kerat|RAF1_melan
RAP1A,protein,RAP1A,5906,ENSG00000116473,P62834,1,111542218,111716691,1,melanocyte,,mygene_exact_symbol,entrez:5906,False,1,RAP1A_melan
RDX,protein,RDX,5962,ENSG00000137710,P35241,11,109864295,110296712,-1,none,,mygene_exact_symbol,entrez:5962,False,1,RDX
RHOA,protein,RHOA,387,ENSG00000067560,P61586,3,49359136,49412998,-1,keratinocyte,,mygene_exact_symbol,entrez:387,False,1,RHOA_kerat
RIPK1,protein,RIPK1,8737,ENSG00000137275,,6,3063824,3115187,,none,,mygene_exact_symbol,entrez:8737,False,0,(complex member only)
RPS6KA1,protein,RPS6KA1,6195,ENSG00000281877,Q15418,1,26529756,26575030,1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:6195,False,2,RPS6KA1_kerat|RPS6KA1_melan
RYR1,protein,RYR1,6261,ENSG00000196218,P21817,19,38433691,38595273,1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:6261,False,2,RYR1_kerat|RYR1_melan
SHC1,protein,SHC1,6464,ENSG00000160691,,1,154962284,154974395,,none,,mygene_exact_symbol,entrez:6464,False,0,(complex member only)
SMPD1,protein,SMPD1,6609,ENSG00000166311,P17405,11,6390414,6394998,1,keratinocyte,,mygene_exact_symbol,entrez:6609,False,1,SMPD1_kerat
SMPD2,protein,SMPD2,6610,ENSG00000135587,O60906,6,109440678,109443920,1,keratinocyte,,mygene_exact_symbol,entrez:6610,False,1,SMPD2_kerat
SOS1,protein,SOS1,6654,ENSG00000115904,,2,38962206,39124345,,none,,mygene_exact_symbol,entrez:6654,False,0,(complex member only)
SOX10,protein,SOX10,6663,ENSG00000100146,P56693,22,37970686,37987422,-1,melanocyte,,mygene_exact_symbol,entrez:6663,False,1,SOX10_melan
SPTLC1,protein,SPTLC1,10558,ENSG00000090054,O15269,9,92000087,92115433,-1,keratinocyte,,mygene_exact_symbol,entrez:10558,False,1,SPTLC1_kerat
SPTLC2,protein,SPTLC2,9517,ENSG00000100596,O15270,14,77505997,77616672,-1,keratinocyte,,mygene_exact_symbol,entrez:9517,False,1,SPTLC2_kerat
SRC,protein,SRC,6714,ENSG00000291971,P12931,20,37344673,37406050,1,keratinocyte,,mygene_exact_symbol,entrez:6714,False,1,SRC_kerat
STAT1,protein,STAT1,6772,ENSG00000115415,P42224,2,190908460,191020960,-1,keratinocyte,,mygene_exact_symbol,entrez:6772,False,1,STAT1_kerat
STAT3,protein,STAT3,6774,ENSG00000168610,P40763,17,42313324,42388568,-1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:6774,False,2,STAT3_kerat|STAT3_melan
TAB1,protein,TAB1,10454,ENSG00000100324,,22,39399778,39437060,,none,,mygene_exact_symbol,entrez:10454,False,0,(complex member only)
TFAP2A,protein,TFAP2A,7020,ENSG00000137203,P05549,6,10393186,10419659,-1,keratinocyte,,mygene_exact_symbol,entrez:7020,False,1,TFAP2A_kerat
TNF,protein,TNF,7124,ENSG00000228321,P01375,6,31575565,31578336,1,keratinocyte,,mygene_exact_symbol,entrez:7124,False,1,TNF_kerat
TNFRSF1A,protein,TNFRSF1A,7132,ENSG00000067182,P19438,12,6328757,6342114,-1,keratinocyte,,mygene_exact_symbol,entrez:7132,False,1,TNFRSF1A_kerat
TP53,protein,TP53,7157,ENSG00000141510,P04637,17,7661779,7687546,-1,keratinocyte|melanocyte,,mygene_exact_symbol,entrez:7157,False,2,TP53_kerat|TP53_melan
TPSAB1,protein,TPSAB1,7177,ENSG00000172236,Q15661,16,1239266,1242555,1,none,,mygene_exact_symbol,entrez:7177,False,1,TPSAB1
TRADD,protein,TRADD,8717,ENSG00000102871,,16,67153969,67163760,,none,,mygene_exact_symbol,entrez:8717,False,0,(complex member only)
TRAF2,protein,TRAF2,7186,ENSG00000127191,,9,136881903,136929221,,none,,mygene_exact_symbol,entrez:7186,False,0,(complex member only)
TRAF6,protein,TRAF6,7189,ENSG00000175104,,11,36483769,36510292,,none,,mygene_exact_symbol,entrez:7189,False,0,(complex member only)
TYR,protein,TYR,7299,ENSG00000077498,P14679,11,89177875,89295759,1,melanocyte,,mygene_exact_symbol,entrez:7299,False,1,TYR_melan
TYRP1,protein,TYRP1,7306,ENSG00000107165,P17643,9,12685439,12710285,1,melanocyte,,mygene_exact_symbol,entrez:7306,False,1,TYRP1_melan
USF1,protein,USF1,7391,ENSG00000158773,P22415,1,161039249,161045977,-1,melanocyte,,mygene_exact_symbol,entrez:7391,False,1,USF1_melan
WNT5A,protein,WNT5A,7474,ENSG00000114251,P41221,3,55465715,55490539,-1,none,,mygene_exact_symbol,entrez:7474,False,1,WNT5A
MMPs,protein_family,MMP1,4312,ENSG00000196611,P03956,11,102789401,102798160,-1,keratinocyte,,mygene_family_representative,entrez:4312,False,1,MMPs_kerat
PKC,protein_family,PRKCA,5578,ENSG00000154229,P17252,17,66302613,66810743,1,keratinocyte,,mygene_family_representative,entrez:5578,False,1,PKC_kerat
PLA2,protein_family,PLA2G1B,5319,ENSG00000170890,P04054,12,120322115,120327779,-1,keratinocyte,,mygene_family_representative,entrez:5319,False,1,PLA2_kerat
PLC,protein_family,PLCB1,23236,ENSG00000182621,Q9NQ66,20,8077251,8968360,1,keratinocyte|melanocyte,,mygene_family_representative,entrez:23236,False,2,PLC_kerat|PLC_melan
Phosphodiesterase,protein_family,PDE4B,5142,ENSG00000184588,Q07343,1,65792514,66374579,1,melanocyte,,mygene_family_representative,entrez:5142,False,1,Phosphodiesterase_melan
Trypsin,protein_family,PRSS1,5644,,P07477,7,142749468,142753072,1,none,,mygene_family_representative,entrez:5644,False,1,Trypsin
4HNE_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:5283344,False,1,4HNE_kerat
Arachidonic_Acid_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:5312542,False,1,Arachidonic_Acid_kerat
Arachidonic_Acid_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:5312542,False,1,Arachidonic_Acid_melan
Calcium_cyt_kerat,small_molecule,,,,,,,,,keratinocyte,,manual_ruling_documented,CHEBI:29108,False,1,Calcium_cyt_kerat
Calcium_cyt_melan,small_molecule,,,,,,,,,melanocyte,,manual_ruling_documented,CHEBI:29108,False,1,Calcium_cyt_melan
Ceramide_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:139583739,False,1,Ceramide_kerat
Cysteine_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:5862,False,1,Cysteine_melan
Cysteinyl_DOPA_melan,small_molecule,,,,,,,,,melanocyte,,manual_ruling_documented,CID:29719,False,1,Cysteinyl_DOPA_melan
DAG_kerat,small_molecule,,,,,,,,,keratinocyte,,manual_ruling_documented,CHEBI:18035,False,1,DAG_kerat
DAG_melan,small_molecule,,,,,,,,,melanocyte,,manual_ruling_documented,CHEBI:18035,False,1,DAG_melan
DHICA_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:54691355,False,1,DHICA_melan
DHI_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:114683,False,1,DHI_melan
DOPA_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:6047,False,1,DOPA_melan
DOPAchrome_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:119399,False,1,DOPAchrome_melan
DOPAquinone_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:439316,False,1,DOPAquinone_melan
FICZ_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:1863,False,1,FICZ_kerat
GSH_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:124886,False,1,GSH_melan
Glutathionyl_DOPA_melan,small_molecule,,,,,,,,,melanocyte,,manual_ruling_documented,CID:124212,False,1,Glutathionyl_DOPA_melan
IP3_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:439456,False,1,IP3_kerat
IP3_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:439456,False,1,IP3_melan
Indole_5_6_quinone_carboxylic_acid_melan,small_molecule,,,,,,,,,melanocyte,,manual_ruling_documented,CID:17796835,False,1,Indole_5_6_quinone_carboxylic_acid_melan
Indole_5_6_quinone_melan,small_molecule,,,,,,,,,melanocyte,,manual_ruling_documented,CHEBI:27406,False,1,Indole_5_6_quinone_melan
Nitric_oxide_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_deunderscored,CID:145068,False,1,Nitric_oxide_kerat
PGE2_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:5280360,False,1,PGE2_kerat
PGE2_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:5280360,False,1,PGE2_melan
ROS_kerat,small_molecule,,,,,,,,,keratinocyte,,manual_ruling_documented,CHEBI:26523,False,1,ROS_kerat
Singlet_oxygen_kerat,small_molecule,,,,,,,,,keratinocyte,,manual_ruling_documented,CHEBI:26689,False,1,Singlet_oxygen_kerat
Tyrosine_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:6057,False,1,Tyrosine_melan
cAMP_kerat,small_molecule,,,,,,,,,keratinocyte,,pubchem_synonym_raw_token,CID:6076,False,1,cAMP_kerat
cAMP_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:6076,False,1,cAMP_melan
cGMP_melan,small_molecule,,,,,,,,,melanocyte,,pubchem_synonym_raw_token,CID:135398570,False,1,cGMP_melan
