gene,species,state
CYP7B1,Alouatta_belzebul,monochromatic
CYP7B1,Callicebus_donacophilus,monochromatic
CYP7B1,Ateles_fusciceps,monochromatic
CYP7B1,Ateles_belzebuth,monochromatic
CYP7B1,Cercopithecus_lhoesti,monochromatic
CYP7B1,Presbytis_comata,monochromatic
CYP7B1,Cercopithecus_mona,monochromatic
CYP7B1,Colobus_polykomos,monochromatic
CYP7B1,Ateles_paniscus,monochromatic
CYP7B1,Cercopithecus_petaurista,monochromatic
CYP7B1,Pygathrix_cinerea,monochromatic
CYP7B1,Trachypithecus_obscurus,dichromatic
CYP7B1,Trachypithecus_geei,dichromatic
CYP7B1,Cercopithecus_preussi,monochromatic
CYP7B1,Pithecia_pithecia,dichromatic
CYP7B1,Cercopithecus_ascanius,monochromatic
CYP7B1,Callicebus_caligatus,monochromatic
CYP7B1,Allenopithecus_nigroviridis,monochromatic
CYP7B1,Cercopithecus_mitis,monochromatic
CYP7B1,Alouatta_palliata,monochromatic
CYP7B1,Trachypithecus_johnii,dichromatic
CYP7B1,Ateles_chamek,monochromatic
CYP7B1,Hylobates_klossii,monochromatic
CYP7B1,Cercopithecus_nictitans,monochromatic
CYP7B1,Cercopithecus_solatus,monochromatic
CYP7B1,Macaca_fuscata,monochromatic
CYP7B1,Trachypithecus_vetulus,monochromatic
CYP7B1,Symphalangus_syndactylus,monochromatic
CYP7B1,Trachypithecus_cristatus,dichromatic
CYP7B1,Macaca_cyclopis,monochromatic
CYP7B1,Lophocebus_aterrimus,monochromatic
CYP7B1,Eulemur_fulvus,monochromatic
CYP7B1,Eulemur_mongoz,dichromatic
CYP7B1,Macaca_nemestrina,monochromatic
CYP7B1,Eulemur_rubriventer,monochromatic
CYP7B1,Macaca_tonkeana,monochromatic
CYP7B1,Cercopithecus_pogonias,monochromatic
CYP7B1,Hapalemur_griseus,monochromatic
CYP7B1,Mandrillus_sphinx,monochromatic
CYP7B1,Papio_cynocephalus,monochromatic
CYP7B1,Erythrocebus_patas,dichromatic
CYP7B1,Saimiri_boliviensis,monochromatic
CYP7B1,Cercopithecus_cephus,monochromatic
CYP7B1,Eulemur_flavifrons,dichromatic
CYP7B1,Macaca_arctoides,dichromatic
CYP7B1,Presbytis_potenziani,monochromatic
CYP7B1,Saimiri_ustus,monochromatic
CYP7B1,Callicebus_cinerascens,monochromatic
CYP7B1,Cacajao_calvus,monochromatic
CYP7B1,Cercopithecus_diana,monochromatic
CYP7B1,Cercocebus_torquatus,monochromatic
CYP7B1,Nomascus_concolor,dichromatic
CYP7B1,Brachyteles_arachnoides,monochromatic
CYP7B1,Trachypithecus_auratus,dichromatic
CYP7B1,Cebus_olivaceus,monochromatic
CYP7B1,Ateles_marginatus,monochromatic
DCT,Cercopithecus_hamlyni,dichromatic
DCT,Cacajao_melanocephalus,monochromatic
DCT,Colobus_guereza,dichromatic
DCT,Nomascus_leucogenys,dichromatic
DCT,Macaca_nigra,monochromatic
DCT,Rhinopithecus_bieti,monochromatic
DCT,Varecia_variegata,monochromatic
DCT,Macaca_mulatta,monochromatic
DCT,Hylobates_agilis,monochromatic
DCT,Lagothrix_lagotricha,monochromatic
DCT,Pygathrix_nemaeus,monochromatic
DCT,Callicebus_moloch,monochromatic
DCT,Ateles_geoffroyi,monochromatic
DCT,Papio_papio,monochromatic
DCT,Prolemur_simus,monochromatic
DCT,Chiropotes_chiropotes,monochromatic
DCT,Eulemur_coronatus,monochromatic
DCT,Trachypithecus_pileatus,dichromatic
DCT,Alouatta_seniculus,monochromatic
DCT,Macaca_radiata,monochromatic
DCT,Saimiri_sciureus,monochromatic
DCT,Saimiri_oerstedii,monochromatic
DCT,Theropithecus_gelada,monochromatic
DCT,Cebus_albifrons,monochromatic
DCT,Alouatta_caraya,dichromatic
DCT,Mandrillus_leucophaeus,monochromatic
DCT,Callicebus_brunneus,monochromatic
DCT,Nomascus_gabriellae,dichromatic
DCT,Cercopithecus_campbelli,monochromatic
DCT,Callicebus_hoffmannsi,monochromatic
DCT,Papio_ursinus,monochromatic
DCT,Pithecia_albicans,monochromatic
DCT,Presbytis_melalophos,monochromatic
DCT,Eulemur_macaco,dichromatic
DCT,Hylobates_pileatus,dichromatic
DCT,Alouatta_belzebul,monochromatic
DCT,Callicebus_donacophilus,monochromatic
DCT,Ateles_belzebuth,monochromatic
DCT,Cercopithecus_lhoesti,monochromatic
DCT,Presbytis_comata,monochromatic
DCT,Cercopithecus_mona,monochromatic
DCT,Colobus_polykomos,monochromatic
DCT,Ateles_paniscus,monochromatic
DCT,Hylobates_moloch,monochromatic
DCT,Cercopithecus_petaurista,monochromatic
DCT,Pygathrix_cinerea,monochromatic
DCT,Trachypithecus_obscurus,dichromatic
DCT,Trachypithecus_geei,dichromatic
DCT,Cercopithecus_preussi,monochromatic
DCT,Pithecia_pithecia,dichromatic
DCT,Cercopithecus_ascanius,monochromatic
DCT,Callicebus_caligatus,monochromatic
DCT,Cercocebus_atys,monochromatic
DCT,Allenopithecus_nigroviridis,monochromatic
DCT,Alouatta_palliata,monochromatic
DCT,Trachypithecus_johnii,dichromatic
DCT,Ateles_chamek,monochromatic
DCT,Sapajus_apella,monochromatic
DCT,Papio_anubis,monochromatic
DCT,Hylobates_klossii,monochromatic
DCT,Cercopithecus_nictitans,monochromatic
DCT,Cercopithecus_solatus,monochromatic
DCT,Simias_concolor,monochromatic
DCT,Macaca_fuscata,monochromatic
DCT,Trachypithecus_vetulus,monochromatic
DCT,Symphalangus_syndactylus,monochromatic
DCT,Colobus_angolensis,dichromatic
DCT,Trachypithecus_cristatus,dichromatic
DCT,Macaca_cyclopis,monochromatic
DCT,Lophocebus_aterrimus,monochromatic
DCT,Eulemur_fulvus,monochromatic
DCT,Rhinopithecus_roxellana,monochromatic
DCT,Eulemur_mongoz,dichromatic
DCT,Eulemur_rubriventer,monochromatic
DCT,Macaca_tonkeana,monochromatic
DCT,Cercopithecus_pogonias,monochromatic
DCT,Hapalemur_griseus,monochromatic
DCT,Lemur_catta,monochromatic
DCT,Papio_cynocephalus,monochromatic
DCT,Saimiri_boliviensis,monochromatic
DCT,Cercopithecus_cephus,monochromatic
DCT,Eulemur_flavifrons,dichromatic
DCT,Macaca_arctoides,dichromatic
DCT,Presbytis_potenziani,monochromatic
DCT,Macaca_thibetana,monochromatic
DCT,Trachypithecus_francoisi,dichromatic
DCT,Saimiri_ustus,monochromatic
DCT,Callicebus_cinerascens,monochromatic
DCT,Cacajao_calvus,monochromatic
DCT,Cercopithecus_diana,monochromatic
DCT,Cercocebus_torquatus,monochromatic
DCT,Nomascus_concolor,dichromatic
DCT,Brachyteles_arachnoides,monochromatic
DCT,Trachypithecus_auratus,dichromatic
DCT,Cebus_olivaceus,monochromatic
DCT,Ateles_marginatus,monochromatic
EDN3,Cercopithecus_hamlyni,dichromatic
EDN3,Cacajao_melanocephalus,monochromatic
EDN3,Cercopithecus_neglectus,monochromatic
EDN3,Colobus_guereza,dichromatic
EDN3,Nomascus_leucogenys,dichromatic
EDN3,Macaca_nigra,monochromatic
EDN3,Rhinopithecus_bieti,monochromatic
EDN3,Macaca_mulatta,monochromatic
EDN3,Hylobates_agilis,monochromatic
EDN3,Lagothrix_lagotricha,monochromatic
EDN3,Pygathrix_nemaeus,monochromatic
EDN3,Callicebus_moloch,monochromatic
EDN3,Ateles_geoffroyi,monochromatic
EDN3,Papio_papio,monochromatic
EDN3,Chiropotes_chiropotes,monochromatic
EDN3,Trachypithecus_pileatus,dichromatic
EDN3,Macaca_radiata,monochromatic
EDN3,Theropithecus_gelada,monochromatic
EDN3,Cebus_albifrons,monochromatic
EDN3,Alouatta_caraya,dichromatic
EDN3,Mandrillus_leucophaeus,monochromatic
EDN3,Callicebus_brunneus,monochromatic
EDN3,Nomascus_gabriellae,dichromatic
EDN3,Cercopithecus_campbelli,monochromatic
EDN3,Callicebus_hoffmannsi,monochromatic
EDN3,Papio_ursinus,monochromatic
EDN3,Pithecia_albicans,monochromatic
EDN3,Presbytis_melalophos,monochromatic
EDN3,Hylobates_pileatus,dichromatic
EDN3,Callicebus_donacophilus,monochromatic
EDN3,Ateles_belzebuth,monochromatic
EDN3,Cercopithecus_lhoesti,monochromatic
EDN3,Presbytis_comata,monochromatic
EDN3,Cercopithecus_mona,monochromatic
EDN3,Colobus_polykomos,monochromatic
EDN3,Ateles_paniscus,monochromatic
EDN3,Cercopithecus_petaurista,monochromatic
EDN3,Pygathrix_cinerea,monochromatic
EDN3,Trachypithecus_obscurus,dichromatic
EDN3,Trachypithecus_geei,dichromatic
EDN3,Cercopithecus_preussi,monochromatic
EDN3,Pithecia_pithecia,dichromatic
EDN3,Cercopithecus_ascanius,monochromatic
EDN3,Callicebus_caligatus,monochromatic
EDN3,Cercocebus_atys,monochromatic
EDN3,Allenopithecus_nigroviridis,monochromatic
EDN3,Cercopithecus_mitis,monochromatic
EDN3,Trachypithecus_johnii,dichromatic
EDN3,Ateles_chamek,monochromatic
EDN3,Sapajus_apella,monochromatic
EDN3,Papio_anubis,monochromatic
EDN3,Hylobates_klossii,monochromatic
EDN3,Cercopithecus_nictitans,monochromatic
EDN3,Cercopithecus_solatus,monochromatic
EDN3,Simias_concolor,monochromatic
EDN3,Macaca_fuscata,monochromatic
EDN3,Trachypithecus_vetulus,monochromatic
EDN3,Symphalangus_syndactylus,monochromatic
EDN3,Colobus_angolensis,dichromatic
EDN3,Trachypithecus_cristatus,dichromatic
EDN3,Macaca_cyclopis,monochromatic
EDN3,Lophocebus_aterrimus,monochromatic
EDN3,Eulemur_fulvus,monochromatic
EDN3,Rhinopithecus_roxellana,monochromatic
EDN3,Macaca_tonkeana,monochromatic
EDN3,Cercopithecus_pogonias,monochromatic
EDN3,Lemur_catta,monochromatic
EDN3,Mandrillus_sphinx,monochromatic
EDN3,Papio_cynocephalus,monochromatic
EDN3,Erythrocebus_patas,dichromatic
EDN3,Cercopithecus_cephus,monochromatic
EDN3,Macaca_arctoides,dichromatic
EDN3,Presbytis_potenziani,monochromatic
EDN3,Macaca_thibetana,monochromatic
EDN3,Trachypithecus_francoisi,dichromatic
EDN3,Cacajao_calvus,monochromatic
EDN3,Cercopithecus_diana,monochromatic
EDN3,Cercocebus_torquatus,monochromatic
EDN3,Nomascus_concolor,dichromatic
EDN3,Brachyteles_arachnoides,monochromatic
EDN3,Trachypithecus_auratus,dichromatic
EDN3,Cebus_olivaceus,monochromatic
EDN3,Ateles_marginatus,monochromatic
EDNRB,Cercopithecus_hamlyni,dichromatic
EDNRB,Nomascus_leucogenys,dichromatic
EDNRB,Rhinopithecus_bieti,monochromatic
EDNRB,Macaca_mulatta,monochromatic
EDNRB,Hylobates_agilis,monochromatic
EDNRB,Alouatta_seniculus,monochromatic
EDNRB,Saimiri_oerstedii,monochromatic
EDNRB,Theropithecus_gelada,monochromatic
EDNRB,Cebus_albifrons,monochromatic
EDNRB,Alouatta_caraya,dichromatic
EDNRB,Nomascus_gabriellae,dichromatic
EDNRB,Hylobates_pileatus,dichromatic
EDNRB,Cercopithecus_lhoesti,monochromatic
EDNRB,Ateles_paniscus,monochromatic
EDNRB,Hylobates_moloch,monochromatic
EDNRB,Cercopithecus_petaurista,monochromatic
EDNRB,Trachypithecus_obscurus,dichromatic
EDNRB,Trachypithecus_geei,dichromatic
EDNRB,Cercopithecus_ascanius,monochromatic
EDNRB,Trachypithecus_johnii,dichromatic
EDNRB,Sapajus_apella,monochromatic
EDNRB,Papio_anubis,monochromatic
EDNRB,Hylobates_klossii,monochromatic
EDNRB,Cercopithecus_nictitans,monochromatic
EDNRB,Symphalangus_syndactylus,monochromatic
EDNRB,Rhinopithecus_roxellana,monochromatic
EDNRB,Eulemur_rubriventer,monochromatic
EDNRB,Macaca_tonkeana,monochromatic
EDNRB,Lemur_catta,monochromatic
EDNRB,Saimiri_boliviensis,monochromatic
EDNRB,Cercopithecus_cephus,monochromatic
EDNRB,Macaca_thibetana,monochromatic
EDNRB,Trachypithecus_francoisi,dichromatic
EDNRB,Saimiri_ustus,monochromatic
EDNRB,Cercopithecus_diana,monochromatic
EDNRB,Nomascus_concolor,dichromatic
EDNRB,Cebus_olivaceus,monochromatic
ESR1,Cercopithecus_hamlyni,dichromatic
ESR1,Cacajao_melanocephalus,monochromatic
ESR1,Cercopithecus_neglectus,monochromatic
ESR1,Colobus_guereza,dichromatic
ESR1,Nomascus_leucogenys,dichromatic
ESR1,Macaca_nigra,monochromatic
ESR1,Rhinopithecus_bieti,monochromatic
ESR1,Varecia_variegata,monochromatic
ESR1,Macaca_mulatta,monochromatic
ESR1,Hylobates_agilis,monochromatic
ESR1,Lagothrix_lagotricha,monochromatic
ESR1,Pygathrix_nemaeus,monochromatic
ESR1,Callicebus_moloch,monochromatic
ESR1,Ateles_geoffroyi,monochromatic
ESR1,Papio_papio,monochromatic
ESR1,Prolemur_simus,monochromatic
ESR1,Chiropotes_chiropotes,monochromatic
ESR1,Eulemur_coronatus,monochromatic
ESR1,Trachypithecus_pileatus,dichromatic
ESR1,Alouatta_seniculus,monochromatic
ESR1,Macaca_radiata,monochromatic
ESR1,Saimiri_sciureus,monochromatic
ESR1,Saimiri_oerstedii,monochromatic
ESR1,Theropithecus_gelada,monochromatic
ESR1,Cebus_albifrons,monochromatic
ESR1,Alouatta_caraya,dichromatic
ESR1,Mandrillus_leucophaeus,monochromatic
ESR1,Callicebus_brunneus,monochromatic
ESR1,Nomascus_gabriellae,dichromatic
ESR1,Cercopithecus_campbelli,monochromatic
ESR1,Callicebus_hoffmannsi,monochromatic
ESR1,Papio_ursinus,monochromatic
ESR1,Pithecia_albicans,monochromatic
ESR1,Presbytis_melalophos,monochromatic
ESR1,Eulemur_macaco,dichromatic
ESR1,Hylobates_pileatus,dichromatic
ESR1,Alouatta_belzebul,monochromatic
ESR1,Callicebus_donacophilus,monochromatic
ESR1,Ateles_belzebuth,monochromatic
ESR1,Cercopithecus_lhoesti,monochromatic
ESR1,Presbytis_comata,monochromatic
ESR1,Cercopithecus_mona,monochromatic
ESR1,Colobus_polykomos,monochromatic
ESR1,Ateles_paniscus,monochromatic
ESR1,Cercopithecus_petaurista,monochromatic
ESR1,Pygathrix_cinerea,monochromatic
ESR1,Trachypithecus_obscurus,dichromatic
ESR1,Trachypithecus_geei,dichromatic
ESR1,Cercopithecus_preussi,monochromatic
ESR1,Pithecia_pithecia,dichromatic
ESR1,Cercopithecus_ascanius,monochromatic
ESR1,Callicebus_caligatus,monochromatic
ESR1,Cercocebus_atys,monochromatic
ESR1,Allenopithecus_nigroviridis,monochromatic
ESR1,Cercopithecus_mitis,monochromatic
ESR1,Alouatta_palliata,monochromatic
ESR1,Trachypithecus_johnii,dichromatic
ESR1,Ateles_chamek,monochromatic
ESR1,Sapajus_apella,monochromatic
ESR1,Papio_anubis,monochromatic
ESR1,Hylobates_klossii,monochromatic
ESR1,Cercopithecus_nictitans,monochromatic
ESR1,Cercopithecus_solatus,monochromatic
ESR1,Simias_concolor,monochromatic
ESR1,Macaca_fuscata,monochromatic
ESR1,Trachypithecus_vetulus,monochromatic
ESR1,Symphalangus_syndactylus,monochromatic
ESR1,Colobus_angolensis,dichromatic
ESR1,Trachypithecus_cristatus,dichromatic
ESR1,Macaca_cyclopis,monochromatic
ESR1,Lophocebus_aterrimus,monochromatic
ESR1,Eulemur_fulvus,monochromatic
ESR1,Rhinopithecus_roxellana,monochromatic
ESR1,Eulemur_mongoz,dichromatic
ESR1,Eulemur_rubriventer,monochromatic
ESR1,Macaca_tonkeana,monochromatic
ESR1,Cercopithecus_pogonias,monochromatic
ESR1,Hapalemur_griseus,monochromatic
ESR1,Lemur_catta,monochromatic
ESR1,Mandrillus_sphinx,monochromatic
ESR1,Papio_cynocephalus,monochromatic
ESR1,Erythrocebus_patas,dichromatic
ESR1,Saimiri_boliviensis,monochromatic
ESR1,Cercopithecus_cephus,monochromatic
ESR1,Eulemur_flavifrons,dichromatic
ESR1,Macaca_arctoides,dichromatic
ESR1,Macaca_thibetana,monochromatic
ESR1,Trachypithecus_francoisi,dichromatic
ESR1,Saimiri_ustus,monochromatic
ESR1,Callicebus_cinerascens,monochromatic
ESR1,Cacajao_calvus,monochromatic
ESR1,Cercopithecus_diana,monochromatic
ESR1,Cercocebus_torquatus,monochromatic
ESR1,Nomascus_concolor,dichromatic
ESR1,Brachyteles_arachnoides,monochromatic
ESR1,Trachypithecus_auratus,dichromatic
ESR1,Cebus_olivaceus,monochromatic
ESR1,Ateles_marginatus,monochromatic
ESR2,Cercopithecus_hamlyni,dichromatic
ESR2,Cacajao_melanocephalus,monochromatic
ESR2,Cercopithecus_neglectus,monochromatic
ESR2,Colobus_guereza,dichromatic
ESR2,Nomascus_leucogenys,dichromatic
ESR2,Rhinopithecus_bieti,monochromatic
ESR2,Macaca_mulatta,monochromatic
ESR2,Hylobates_agilis,monochromatic
ESR2,Lagothrix_lagotricha,monochromatic
ESR2,Pygathrix_nemaeus,monochromatic
ESR2,Callicebus_moloch,monochromatic
ESR2,Ateles_geoffroyi,monochromatic
ESR2,Papio_papio,monochromatic
ESR2,Prolemur_simus,monochromatic
ESR2,Chiropotes_chiropotes,monochromatic
ESR2,Eulemur_coronatus,monochromatic
ESR2,Trachypithecus_pileatus,dichromatic
ESR2,Alouatta_seniculus,monochromatic
ESR2,Macaca_radiata,monochromatic
ESR2,Saimiri_sciureus,monochromatic
ESR2,Saimiri_oerstedii,monochromatic
ESR2,Theropithecus_gelada,monochromatic
ESR2,Cebus_albifrons,monochromatic
ESR2,Alouatta_caraya,dichromatic
ESR2,Mandrillus_leucophaeus,monochromatic
ESR2,Callicebus_brunneus,monochromatic
ESR2,Nomascus_gabriellae,dichromatic
ESR2,Cercopithecus_campbelli,monochromatic
ESR2,Callicebus_hoffmannsi,monochromatic
ESR2,Papio_ursinus,monochromatic
ESR2,Pithecia_albicans,monochromatic
ESR2,Presbytis_melalophos,monochromatic
ESR2,Eulemur_macaco,dichromatic
ESR2,Hylobates_pileatus,dichromatic
ESR2,Alouatta_belzebul,monochromatic
ESR2,Callicebus_donacophilus,monochromatic
ESR2,Ateles_belzebuth,monochromatic
ESR2,Cercopithecus_lhoesti,monochromatic
ESR2,Presbytis_comata,monochromatic
ESR2,Cercopithecus_mona,monochromatic
ESR2,Colobus_polykomos,monochromatic
ESR2,Ateles_paniscus,monochromatic
ESR2,Hylobates_moloch,monochromatic
ESR2,Cercopithecus_petaurista,monochromatic
ESR2,Pygathrix_cinerea,monochromatic
ESR2,Trachypithecus_obscurus,dichromatic
ESR2,Trachypithecus_geei,dichromatic
ESR2,Cercopithecus_preussi,monochromatic
ESR2,Pithecia_pithecia,dichromatic
ESR2,Cercopithecus_ascanius,monochromatic
ESR2,Callicebus_caligatus,monochromatic
ESR2,Cercocebus_atys,monochromatic
ESR2,Allenopithecus_nigroviridis,monochromatic
ESR2,Alouatta_palliata,monochromatic
ESR2,Trachypithecus_johnii,dichromatic
ESR2,Ateles_chamek,monochromatic
ESR2,Sapajus_apella,monochromatic
ESR2,Papio_anubis,monochromatic
ESR2,Hylobates_klossii,monochromatic
ESR2,Cercopithecus_nictitans,monochromatic
ESR2,Cercopithecus_solatus,monochromatic
ESR2,Simias_concolor,monochromatic
ESR2,Macaca_fuscata,monochromatic
ESR2,Trachypithecus_vetulus,monochromatic
ESR2,Symphalangus_syndactylus,monochromatic
ESR2,Colobus_angolensis,dichromatic
ESR2,Trachypithecus_cristatus,dichromatic
ESR2,Macaca_cyclopis,monochromatic
ESR2,Lophocebus_aterrimus,monochromatic
ESR2,Eulemur_fulvus,monochromatic
ESR2,Rhinopithecus_roxellana,monochromatic
ESR2,Eulemur_mongoz,dichromatic
ESR2,Eulemur_rubriventer,monochromatic
ESR2,Macaca_tonkeana,monochromatic
ESR2,Cercopithecus_pogonias,monochromatic
ESR2,Hapalemur_griseus,monochromatic
ESR2,Lemur_catta,monochromatic
ESR2,Mandrillus_sphinx,monochromatic
ESR2,Papio_cynocephalus,monochromatic
ESR2,Erythrocebus_patas,dichromatic
ESR2,Saimiri_boliviensis,monochromatic
ESR2,Cercopithecus_cephus,monochromatic
ESR2,Eulemur_flavifrons,dichromatic
ESR2,Macaca_arctoides,dichromatic
ESR2,Presbytis_potenziani,monochromatic
ESR2,Macaca_thibetana,monochromatic
ESR2,Trachypithecus_francoisi,dichromatic
ESR2,Saimiri_ustus,monochromatic
ESR2,Callicebus_cinerascens,monochromatic
ESR2,Cacajao_calvus,monochromatic
ESR2,Cercopithecus_diana,monochromatic
ESR2,Cercocebus_torquatus,monochromatic
ESR2,Nomascus_concolor,dichromatic
ESR2,Brachyteles_arachnoides,monochromatic
ESR2,Trachypithecus_auratus,dichromatic
ESR2,Cebus_olivaceus,monochromatic
ESR2,Ateles_marginatus,monochromatic
FKBP5,Cercopithecus_hamlyni,dichromatic
FKBP5,Cacajao_melanocephalus,monochromatic
FKBP5,Cercopithecus_neglectus,monochromatic
FKBP5,Colobus_guereza,dichromatic
FKBP5,Nomascus_leucogenys,dichromatic
FKBP5,Macaca_nigra,monochromatic
FKBP5,Rhinopithecus_bieti,monochromatic
FKBP5,Varecia_variegata,monochromatic
FKBP5,Macaca_mulatta,monochromatic
FKBP5,Hylobates_agilis,monochromatic
FKBP5,Lagothrix_lagotricha,monochromatic
FKBP5,Pygathrix_nemaeus,monochromatic
FKBP5,Callicebus_moloch,monochromatic
FKBP5,Ateles_geoffroyi,monochromatic
FKBP5,Papio_papio,monochromatic
FKBP5,Prolemur_simus,monochromatic
FKBP5,Chiropotes_chiropotes,monochromatic
FKBP5,Eulemur_coronatus,monochromatic
FKBP5,Trachypithecus_pileatus,dichromatic
FKBP5,Alouatta_seniculus,monochromatic
FKBP5,Macaca_radiata,monochromatic
FKBP5,Saimiri_sciureus,monochromatic
FKBP5,Saimiri_oerstedii,monochromatic
FKBP5,Theropithecus_gelada,monochromatic
FKBP5,Cebus_albifrons,monochromatic
FKBP5,Alouatta_caraya,dichromatic
FKBP5,Mandrillus_leucophaeus,monochromatic
FKBP5,Callicebus_brunneus,monochromatic
FKBP5,Nomascus_gabriellae,dichromatic
FKBP5,Cercopithecus_campbelli,monochromatic
FKBP5,Callicebus_hoffmannsi,monochromatic
FKBP5,Papio_ursinus,monochromatic
FKBP5,Pithecia_albicans,monochromatic
FKBP5,Presbytis_melalophos,monochromatic
FKBP5,Eulemur_macaco,dichromatic
FKBP5,Hylobates_pileatus,dichromatic
FKBP5,Alouatta_belzebul,monochromatic
FKBP5,Callicebus_donacophilus,monochromatic
FKBP5,Ateles_belzebuth,monochromatic
FKBP5,Cercopithecus_lhoesti,monochromatic
FKBP5,Presbytis_comata,monochromatic
FKBP5,Cercopithecus_mona,monochromatic
FKBP5,Colobus_polykomos,monochromatic
FKBP5,Ateles_paniscus,monochromatic
FKBP5,Hylobates_moloch,monochromatic
FKBP5,Cercopithecus_petaurista,monochromatic
FKBP5,Pygathrix_cinerea,monochromatic
FKBP5,Trachypithecus_obscurus,dichromatic
FKBP5,Trachypithecus_geei,dichromatic
FKBP5,Cercopithecus_preussi,monochromatic
FKBP5,Pithecia_pithecia,dichromatic
FKBP5,Cercopithecus_ascanius,monochromatic
FKBP5,Callicebus_caligatus,monochromatic
FKBP5,Cercocebus_atys,monochromatic
FKBP5,Allenopithecus_nigroviridis,monochromatic
FKBP5,Cercopithecus_mitis,monochromatic
FKBP5,Alouatta_palliata,monochromatic
FKBP5,Trachypithecus_johnii,dichromatic
FKBP5,Ateles_chamek,monochromatic
FKBP5,Sapajus_apella,monochromatic
FKBP5,Papio_anubis,monochromatic
FKBP5,Hylobates_klossii,monochromatic
FKBP5,Cercopithecus_nictitans,monochromatic
FKBP5,Cercopithecus_solatus,monochromatic
FKBP5,Simias_concolor,monochromatic
FKBP5,Macaca_fuscata,monochromatic
FKBP5,Trachypithecus_vetulus,monochromatic
FKBP5,Symphalangus_syndactylus,monochromatic
FKBP5,Colobus_angolensis,dichromatic
FKBP5,Trachypithecus_cristatus,dichromatic
FKBP5,Macaca_cyclopis,monochromatic
FKBP5,Lophocebus_aterrimus,monochromatic
FKBP5,Eulemur_fulvus,monochromatic
FKBP5,Rhinopithecus_roxellana,monochromatic
FKBP5,Eulemur_mongoz,dichromatic
FKBP5,Eulemur_rubriventer,monochromatic
FKBP5,Macaca_tonkeana,monochromatic
FKBP5,Cercopithecus_pogonias,monochromatic
FKBP5,Hapalemur_griseus,monochromatic
FKBP5,Lemur_catta,monochromatic
FKBP5,Mandrillus_sphinx,monochromatic
FKBP5,Papio_cynocephalus,monochromatic
FKBP5,Erythrocebus_patas,dichromatic
FKBP5,Saimiri_boliviensis,monochromatic
FKBP5,Cercopithecus_cephus,monochromatic
FKBP5,Eulemur_flavifrons,dichromatic
FKBP5,Macaca_arctoides,dichromatic
FKBP5,Presbytis_potenziani,monochromatic
FKBP5,Macaca_thibetana,monochromatic
FKBP5,Trachypithecus_francoisi,dichromatic
FKBP5,Saimiri_ustus,monochromatic
FKBP5,Callicebus_cinerascens,monochromatic
FKBP5,Cacajao_calvus,monochromatic
FKBP5,Cercopithecus_diana,monochromatic
FKBP5,Cercocebus_torquatus,monochromatic
FKBP5,Nomascus_concolor,dichromatic
FKBP5,Brachyteles_arachnoides,monochromatic
FKBP5,Trachypithecus_auratus,dichromatic
FKBP5,Cebus_olivaceus,monochromatic
FKBP5,Ateles_marginatus,monochromatic
FOXD3,Cercopithecus_hamlyni,dichromatic
FOXD3,Cacajao_melanocephalus,monochromatic
FOXD3,Cercopithecus_neglectus,monochromatic
FOXD3,Nomascus_leucogenys,dichromatic
FOXD3,Varecia_variegata,monochromatic
FOXD3,Macaca_mulatta,monochromatic
FOXD3,Hylobates_agilis,monochromatic
FOXD3,Lagothrix_lagotricha,monochromatic
FOXD3,Pygathrix_nemaeus,monochromatic
FOXD3,Callicebus_moloch,monochromatic
FOXD3,Ateles_geoffroyi,monochromatic
FOXD3,Papio_papio,monochromatic
FOXD3,Prolemur_simus,monochromatic
FOXD3,Chiropotes_chiropotes,monochromatic
FOXD3,Eulemur_coronatus,monochromatic
FOXD3,Trachypithecus_pileatus,dichromatic
FOXD3,Alouatta_seniculus,monochromatic
FOXD3,Macaca_radiata,monochromatic
FOXD3,Saimiri_sciureus,monochromatic
FOXD3,Saimiri_oerstedii,monochromatic
FOXD3,Theropithecus_gelada,monochromatic
FOXD3,Cebus_albifrons,monochromatic
FOXD3,Alouatta_caraya,dichromatic
FOXD3,Callicebus_brunneus,monochromatic
FOXD3,Nomascus_gabriellae,dichromatic
FOXD3,Cercopithecus_campbelli,monochromatic
FOXD3,Callicebus_hoffmannsi,monochromatic
FOXD3,Papio_ursinus,monochromatic
FOXD3,Pithecia_albicans,monochromatic
FOXD3,Presbytis_melalophos,monochromatic
FOXD3,Eulemur_macaco,dichromatic
FOXD3,Hylobates_pileatus,dichromatic
FOXD3,Alouatta_belzebul,monochromatic
FOXD3,Callicebus_donacophilus,monochromatic
FOXD3,Ateles_belzebuth,monochromatic
FOXD3,Cercopithecus_lhoesti,monochromatic
FOXD3,Presbytis_comata,monochromatic
FOXD3,Cercopithecus_mona,monochromatic
FOXD3,Colobus_polykomos,monochromatic
FOXD3,Ateles_paniscus,monochromatic
FOXD3,Hylobates_moloch,monochromatic
FOXD3,Cercopithecus_petaurista,monochromatic
FOXD3,Pygathrix_cinerea,monochromatic
FOXD3,Trachypithecus_obscurus,dichromatic
FOXD3,Trachypithecus_geei,dichromatic
FOXD3,Cercopithecus_preussi,monochromatic
FOXD3,Pithecia_pithecia,dichromatic
FOXD3,Cercopithecus_ascanius,monochromatic
FOXD3,Callicebus_caligatus,monochromatic
FOXD3,Cercocebus_atys,monochromatic
FOXD3,Allenopithecus_nigroviridis,monochromatic
